what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.core,3.4.5.20090814-1100-e34-N,org.eclipse.jdt.core,1255520762409
started,bundle,org.eclipse.mylyn.context.core,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.context.core,1255520762409
started,bundle,org.eclipse.wst.sse.core,1.1.400.v200905141750,org.eclipse.wst.sse.core,1255520762409
started,bundle,org.eclipse.equinox.p2.exemplarysetup,1.0.0.v20080427-2136,org.eclipse.equinox.p2.exemplarysetup,1255520762409
started,bundle,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console,1255520762409
started,bundle,org.eclipse.ui.views.log,1.0.0.v20080803-1700,org.eclipse.ui.views.log,1255520762409
started,bundle,org.eclipse.core.runtime,3.4.0.v20080512,org.eclipse.core.runtime,1255520762559
started,bundle,org.eclipse.equinox.p2.engine,1.0.4.v20080930,org.eclipse.equinox.p2.engine,1255520762559
started,bundle,org.eclipse.team.core,3.4.2.r34x_20080115,org.eclipse.team.core,1255520762559
started,bundle,org.eclipse.wst.common.uriresolver,1.1.301.v200805140415,org.eclipse.wst.common.uriresolver,1255520762559
started,bundle,org.eclipse.wst.common.frameworks,1.1.201.v200811060900,org.eclipse.wst.common.frameworks,1255520762559
started,bundle,org.eclipse.equinox.registry,3.4.0.v20080516-0950,org.eclipse.equinox.registry,1255520762559
started,bundle,org.eclipse.wst.common.project.facet.core,1.3.4.v200810151458,org.eclipse.wst.common.project.facet.core,1255520762619
started,bundle,org.eclipse.emf.common,2.4.0.v200902171115,org.eclipse.emf.common,1255520762619
started,bundle,org.eclipse.equinox.p2.updatechecker,1.0.0.v20080427-2136,org.eclipse.equinox.p2.updatechecker,1255520762619
started,bundle,org.eclipse.wst.common.modulecore,1.1.205.v200901292145,org.eclipse.wst.common.modulecore,1255520762649
started,bundle,org.eclipse.emf.validation,1.2.0.v200807161729,org.eclipse.emf.validation,1255520762759
started,bundle,org.eclipse.mylyn.team.ui,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.team.ui,1255520762789
started,bundle,org.eclipse.update.scheduler,3.2.100.v20080404,org.eclipse.update.scheduler,1255520762789
started,bundle,org.eclipse.update.core,3.2.202.R34x_v20081128,org.eclipse.update.core,1255520762809
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1255520779303
started,bundle,org.antlr.eclipse.ui,4.1.1,org.antlr.eclipse.ui,1255520779333
started,bundle,org.antlr.eclipse.core,4.1.0,org.antlr.eclipse.core,1255520779343
started,bundle,org.eclipse.ltk.core.refactoring,3.4.2.r342_v20081028-0800,org.eclipse.ltk.core.refactoring,1255520780194
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring,1255520780795
