what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.mylyn.ide.ant,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.ide.ant,1255353462442
stopped,bundle,org.eclipse.mylyn.ide.ui,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.ide.ui,1255353462442
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.bugzilla.ui,1255353462442
stopped,bundle,org.eclipse.mylyn.java.tasks,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.java.tasks,1255353462442
stopped,bundle,org.eclipse.mylyn.team.ui,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.team.ui,1255353462442
stopped,bundle,org.eclipse.mylyn.resources.ui,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.resources.ui,1255353462442
stopped,bundle,org.eclipse.mylyn.context.ui,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.context.ui,1255353462442
stopped,bundle,org.eclipse.mylyn.help.ui,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.help.ui,1255353462442
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.tasks.bugs,1255353462442
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.tasks.ui,1255353462442
stopped,bundle,org.eclipse.mylyn.monitor.ui,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.monitor.ui,1255353462442
stopped,bundle,org.eclipse.mylyn.context.core,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.context.core,1255353462442
stopped,bundle,org.eclipse.mylyn.bugzilla.core,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.bugzilla.core,1255353462442
stopped,bundle,org.eclipse.mylyn.bugzilla.ide,3.2.0.v20090617-0100-e3x,org.eclipse.mylyn.bugzilla.ide,1255353462442
stopped,bundle,org.eclipse.ve.swt,1.4.0.v20090605-0020,org.eclipse.ve.swt,1255353462462
stopped,bundle,org.eclipse.ve.java.core,1.4.0.v20090505-2035,org.eclipse.ve.java.core,1255353462462
stopped,bundle,org.eclipse.ve.cde,1.4.0.v20090505-2035,org.eclipse.ve.cde,1255353462462
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.dnd,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.diagram.ui.dnd,1255353462462
stopped,bundle,org.eclipse.gmf.ecore.editor,2.0.100.v20080610-1132,org.eclipse.gmf.ecore.editor,1255353462462
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.render,1.1.3.v20090122-1525,org.eclipse.gmf.runtime.diagram.ui.render,1255353462462
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.printing.render,1.1.2.v20080916-2008,org.eclipse.gmf.runtime.diagram.ui.printing.render,1255353462472
stopped,bundle,org.eclipse.gmf.runtime.draw2d.ui.render.awt,1.1.2.v20090122-1525,org.eclipse.gmf.runtime.draw2d.ui.render.awt,1255353462472
stopped,bundle,org.eclipse.gmf.runtime.draw2d.ui.render,1.1.3.v20090122-1525,org.eclipse.gmf.runtime.draw2d.ui.render,1255353462472
stopped,bundle,org.eclipse.gmf.runtime.diagram.ui.providers.ide,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.diagram.ui.providers.ide,1255353462472
stopped,bundle,org.eclipse.gmf.runtime.common.ui.action.ide,1.1.0.v20080425-1959,org.eclipse.gmf.runtime.common.ui.action.ide,1255353462472
